Var1,Freq,pl.p,planting,plot.type,preRE
0.409,0,34,12,Old regrowth,11
0.9825,0,34,12,Old regrowth,11
1.555,55.5555555556,34,12,Old regrowth,11
2.125,111.1111111111,34,12,Old regrowth,11
2.695,100,34,12,Old regrowth,11
3.265,44.4444444444,34,12,Old regrowth,11
3.835,88.8888888889,34,12,Old regrowth,11
4.41,11.1111111111,34,12,Old regrowth,11
4.985,66.6666666667,34,12,Old regrowth,11
5.555,44.4444444444,34,12,Old regrowth,11
6.125,22.2222222222,34,12,Old regrowth,11
6.695,0,34,12,Old regrowth,11
7.265,0,34,12,Old regrowth,11
7.84,0,34,12,Old regrowth,11
8.42,0,34,12,Old regrowth,11
-2.455,0,35,13,Remnant,5
-1.875,0,35,13,Remnant,5
-1.305,0,35,13,Remnant,5
-0.7345,0,35,13,Remnant,5
-0.163,8.1632653061,35,13,Remnant,5
0.409,8.1632653061,35,13,Remnant,5
0.9825,0,35,13,Remnant,5
1.555,65.306122449,35,13,Remnant,5
2.125,65.306122449,35,13,Remnant,5
2.695,57.1428571429,35,13,Remnant,5
3.265,73.4693877551,35,13,Remnant,5
3.835,81.6326530612,35,13,Remnant,5
4.41,97.9591836735,35,13,Remnant,5
4.985,114.2857142857,35,13,Remnant,5
5.555,48.9795918367,35,13,Remnant,5
6.125,57.1428571429,35,13,Remnant,5
6.695,16.3265306122,35,13,Remnant,5
7.265,57.1428571429,35,13,Remnant,5
7.84,16.3265306122,35,13,Remnant,5
8.42,0,35,13,Remnant,5
-2.455,0,36,13,Remnant,5
-1.875,0,36,13,Remnant,5
-1.305,0,36,13,Remnant,5
-0.7345,0,36,13,Remnant,5
-0.163,155.1020408163,36,13,Remnant,5
0.409,122.4489795918,36,13,Remnant,5
0.9825,130.612244898,36,13,Remnant,5
1.555,81.6326530612,36,13,Remnant,5
2.125,57.1428571429,36,13,Remnant,5
2.695,122.4489795918,36,13,Remnant,5
3.265,48.9795918367,36,13,Remnant,5
3.835,40.8163265306,36,13,Remnant,5
4.41,24.4897959184,36,13,Remnant,5
4.985,48.9795918367,36,13,Remnant,5
5.555,24.4897959184,36,13,Remnant,5
6.125,8.1632653061,36,13,Remnant,5
6.695,0,36,13,Remnant,5
7.265,24.4897959184,36,13,Remnant,5
7.84,32.6530612245,36,13,Remnant,5
8.42,24.4897959184,36,13,Remnant,5
-2.455,0,37,13,Remnant,5
-1.875,0,37,13,Remnant,5
-1.305,0,37,13,Remnant,5
-0.7345,0,37,13,Remnant,5
-0.163,8.1632653061,37,13,Remnant,5
0.409,16.3265306122,37,13,Remnant,5
0.9825,73.4693877551,37,13,Remnant,5
1.555,73.4693877551,37,13,Remnant,5
2.125,48.9795918367,37,13,Remnant,5
2.695,57.1428571429,37,13,Remnant,5
3.265,65.306122449,37,13,Remnant,5
3.835,65.306122449,37,13,Remnant,5
4.41,138.7755102041,37,13,Remnant,5
4.985,24.4897959184,37,13,Remnant,5
5.555,40.8163265306,37,13,Remnant,5
6.125,57.1428571429,37,13,Remnant,5
6.695,40.8163265306,37,13,Remnant,5
7.265,57.1428571429,37,13,Remnant,5
7.84,0,37,13,Remnant,5
8.42,8.1632653061,37,13,Remnant,5
-2.455,0,38,13,Remnant,5
-1.875,0,38,13,Remnant,5
-1.305,0,38,13,Remnant,5
-0.7345,0,38,13,Remnant,5
-0.163,8.1632653061,38,13,Remnant,5
0.409,40.8163265306,38,13,Remnant,5
0.9825,40.8163265306,38,13,Remnant,5
1.555,32.6530612245,38,13,Remnant,5
2.125,73.4693877551,38,13,Remnant,5
2.695,48.9795918367,38,13,Remnant,5
3.265,40.8163265306,38,13,Remnant,5
3.835,32.6530612245,38,13,Remnant,5
4.41,8.1632653061,38,13,Remnant,5
4.985,8.1632653061,38,13,Remnant,5
5.555,16.3265306122,38,13,Remnant,5
6.125,24.4897959184,38,13,Remnant,5
6.695,48.9795918367,38,13,Remnant,5
7.265,32.6530612245,38,13,Remnant,5
7.84,73.4693877551,38,13,Remnant,5
8.42,16.3265306122,38,13,Remnant,5
-2.455,0,39,14,Remnant,10
-1.875,0,39,14,Remnant,10
-1.305,0,39,14,Remnant,10
-0.7345,0,39,14,Remnant,10
-0.163,32,39,14,Remnant,10
0.409,256,39,14,Remnant,10
0.9825,432,39,14,Remnant,10
1.555,240,39,14,Remnant,10
2.125,64,39,14,Remnant,10
2.695,64,39,14,Remnant,10
3.265,64,39,14,Remnant,10
3.835,64,39,14,Remnant,10
4.41,112,39,14,Remnant,10
4.985,192,39,14,Remnant,10
5.555,80,39,14,Remnant,10
6.125,0,39,14,Remnant,10
6.695,0,39,14,Remnant,10
7.265,0,39,14,Remnant,10
7.84,0,39,14,Remnant,10
8.42,16,39,14,Remnant,10
-2.455,0,40,14,Remnant,10
-1.875,0,40,14,Remnant,10
-1.305,0,40,14,Remnant,10
-0.7345,0,40,14,Remnant,10
-0.163,64,40,14,Remnant,10
0.409,320,40,14,Remnant,10
0.9825,432,40,14,Remnant,10
1.555,352,40,14,Remnant,10
2.125,48,40,14,Remnant,10
2.695,32,40,14,Remnant,10
3.265,48,40,14,Remnant,10
3.835,32,40,14,Remnant,10
4.41,64,40,14,Remnant,10
4.985,80,40,14,Remnant,10
5.555,64,40,14,Remnant,10
6.125,16,40,14,Remnant,10
6.695,0,40,14,Remnant,10
7.265,32,40,14,Remnant,10
7.84,0,40,14,Remnant,10
8.42,0,40,14,Remnant,10
-2.455,0,41,14,Remnant,10
-1.875,0,41,14,Remnant,10
-1.305,0,41,14,Remnant,10
-0.7345,0,41,14,Remnant,10
-0.163,0,41,14,Remnant,10
0.409,16,41,14,Remnant,10
0.9825,32,41,14,Remnant,10
1.555,16,41,14,Remnant,10
2.125,32,41,14,Remnant,10
2.695,16,41,14,Remnant,10
3.265,16,41,14,Remnant,10
3.835,144,41,14,Remnant,10
4.41,80,41,14,Remnant,10
4.985,128,41,14,Remnant,10
5.555,112,41,14,Remnant,10
6.125,48,41,14,Remnant,10
6.695,16,41,14,Remnant,10
7.265,0,41,14,Remnant,10
7.84,0,41,14,Remnant,10
8.42,0,41,14,Remnant,10
-2.455,0,42,14,Remnant,10
-1.875,0,42,14,Remnant,10
-1.305,0,42,14,Remnant,10
-0.7345,0,42,14,Remnant,10
-0.163,0,42,14,Remnant,10
0.409,0,42,14,Remnant,10
0.9825,0,42,14,Remnant,10
1.555,0,42,14,Remnant,10
2.125,0,42,14,Remnant,10
2.695,16,42,14,Remnant,10
3.265,16,42,14,Remnant,10
3.835,240,42,14,Remnant,10
4.41,128,42,14,Remnant,10
4.985,80,42,14,Remnant,10
5.555,208,42,14,Remnant,10
6.125,64,42,14,Remnant,10
6.695,0,42,14,Remnant,10
7.265,0,42,14,Remnant,10
7.84,16,42,14,Remnant,10
8.42,0,42,14,Remnant,10
-2.455,0,43,15,Remnant,10
-1.875,0,43,15,Remnant,10
-1.305,0,43,15,Remnant,10
-0.7345,0,43,15,Remnant,10
-0.163,0,43,15,Remnant,10
0.409,88.8888888889,43,15,Remnant,10
0.9825,66.6666666667,43,15,Remnant,10
1.555,144.4444444444,43,15,Remnant,10
2.125,111.1111111111,43,15,Remnant,10
2.695,55.5555555556,43,15,Remnant,10
3.265,66.6666666667,43,15,Remnant,10
3.835,55.5555555556,43,15,Remnant,10
4.41,22.2222222222,43,15,Remnant,10
4.985,44.4444444444,43,15,Remnant,10
5.555,44.4444444444,43,15,Remnant,10
6.125,22.2222222222,43,15,Remnant,10
6.695,44.4444444444,43,15,Remnant,10
7.265,44.4444444444,43,15,Remnant,10
7.84,0,43,15,Remnant,10
8.42,0,43,15,Remnant,10
-2.455,0,44,15,Remnant,10
-1.875,0,44,15,Remnant,10
-1.305,0,44,15,Remnant,10
-0.7345,0,44,15,Remnant,10
-0.163,0,44,15,Remnant,10
0.409,22.2222222222,44,15,Remnant,10
0.9825,33.3333333333,44,15,Remnant,10
1.555,77.7777777778,44,15,Remnant,10
2.125,44.4444444444,44,15,Remnant,10
2.695,11.1111111111,44,15,Remnant,10
3.265,77.7777777778,44,15,Remnant,10
3.835,100,44,15,Remnant,10
4.41,22.2222222222,44,15,Remnant,10
4.985,22.2222222222,44,15,Remnant,10
5.555,88.8888888889,44,15,Remnant,10
6.125,77.7777777778,44,15,Remnant,10
6.695,44.4444444444,44,15,Remnant,10
7.265,11.1111111111,44,15,Remnant,10
7.84,0,44,15,Remnant,10
8.42,0,44,15,Remnant,10
-2.455,0,45,15,Remnant,10
-1.875,0,45,15,Remnant,10
-1.305,11.1111111111,45,15,Remnant,10
-0.7345,0,45,15,Remnant,10
-0.163,0,45,15,Remnant,10
0.409,0,45,15,Remnant,10
0.9825,0,45,15,Remnant,10
1.555,44.4444444444,45,15,Remnant,10
2.125,88.8888888889,45,15,Remnant,10
2.695,111.1111111111,45,15,Remnant,10
3.265,111.1111111111,45,15,Remnant,10
3.835,188.8888888889,45,15,Remnant,10
4.41,144.4444444444,45,15,Remnant,10
4.985,55.5555555556,45,15,Remnant,10
5.555,44.4444444444,45,15,Remnant,10
6.125,44.4444444444,45,15,Remnant,10
6.695,11.1111111111,45,15,Remnant,10
7.265,11.1111111111,45,15,Remnant,10
7.84,22.2222222222,45,15,Remnant,10
8.42,11.1111111111,45,15,Remnant,10
-2.455,0,46,15,Remnant,10
-1.875,0,46,15,Remnant,10
-1.305,0,46,15,Remnant,10
-0.7345,0,46,15,Remnant,10
-0.163,0,46,15,Remnant,10
0.409,0,46,15,Remnant,10
0.9825,22.2222222222,46,15,Remnant,10
1.555,0,46,15,Remnant,10
2.125,33.3333333333,46,15,Remnant,10
2.695,55.5555555556,46,15,Remnant,10
3.265,66.6666666667,46,15,Remnant,10
3.835,55.5555555556,46,15,Remnant,10
4.41,33.3333333333,46,15,Remnant,10
4.985,33.3333333333,46,15,Remnant,10
5.555,33.3333333333,46,15,Remnant,10
6.125,0,46,15,Remnant,10
6.695,55.5555555556,46,15,Remnant,10
7.265,22.2222222222,46,15,Remnant,10
7.84,11.1111111111,46,15,Remnant,10
8.42,0,46,15,Remnant,10
-2.455,0,47,16,Remnant,11
-1.875,0,47,16,Remnant,11
-1.305,0,47,16,Remnant,11
-0.7345,25,47,16,Remnant,11
-0.163,0,47,16,Remnant,11
0.409,0,47,16,Remnant,11
0.9825,0,47,16,Remnant,11
1.555,50,47,16,Remnant,11
2.125,25,47,16,Remnant,11
2.695,75,47,16,Remnant,11
3.265,50,47,16,Remnant,11
3.835,25,47,16,Remnant,11
4.41,25,47,16,Remnant,11
4.985,125,47,16,Remnant,11
5.555,175,47,16,Remnant,11
6.125,0,47,16,Remnant,11
6.695,0,47,16,Remnant,11
7.265,25,47,16,Remnant,11
7.84,0,47,16,Remnant,11
8.42,0,47,16,Remnant,11
-2.455,0,48,16,Remnant,11
-1.875,0,48,16,Remnant,11
-1.305,0,48,16,Remnant,11
-0.7345,0,48,16,Remnant,11
-0.163,0,48,16,Remnant,11
0.409,0,48,16,Remnant,11
0.9825,50,48,16,Remnant,11
1.555,25,48,16,Remnant,11
2.125,150,48,16,Remnant,11
2.695,250,48,16,Remnant,11
3.265,50,48,16,Remnant,11
3.835,225,48,16,Remnant,11
4.41,100,48,16,Remnant,11
4.985,200,48,16,Remnant,11
5.555,150,48,16,Remnant,11
6.125,0,48,16,Remnant,11
6.695,25,48,16,Remnant,11
7.265,0,48,16,Remnant,11
7.84,0,48,16,Remnant,11
8.42,0,48,16,Remnant,11
-2.455,0,49,16,Remnant,11
-1.875,0,49,16,Remnant,11
-1.305,0,49,16,Remnant,11
-0.7345,0,49,16,Remnant,11
-0.163,0,49,16,Remnant,11
0.409,0,49,16,Remnant,11
0.9825,25,49,16,Remnant,11
1.555,25,49,16,Remnant,11
2.125,100,49,16,Remnant,11
2.695,75,49,16,Remnant,11
3.265,125,49,16,Remnant,11
3.835,50,49,16,Remnant,11
4.41,100,49,16,Remnant,11
4.985,175,49,16,Remnant,11
5.555,150,49,16,Remnant,11
6.125,150,49,16,Remnant,11
6.695,0,49,16,Remnant,11
7.265,0,49,16,Remnant,11
7.84,0,49,16,Remnant,11
8.42,0,49,16,Remnant,11
-2.455,0,50,17,Remnant,8
-1.875,0,50,17,Remnant,8
-1.305,0,50,17,Remnant,8
-0.7345,0,50,17,Remnant,8
-0.163,0,50,17,Remnant,8
0.409,50,50,17,Remnant,8
0.9825,100,50,17,Remnant,8
1.555,175,50,17,Remnant,8
2.125,75,50,17,Remnant,8
2.695,25,50,17,Remnant,8
3.265,25,50,17,Remnant,8
3.835,25,50,17,Remnant,8
4.41,0,50,17,Remnant,8
4.985,50,50,17,Remnant,8
5.555,25,50,17,Remnant,8
6.125,25,50,17,Remnant,8
6.695,0,50,17,Remnant,8
7.265,75,50,17,Remnant,8
7.84,0,50,17,Remnant,8
8.42,0,50,17,Remnant,8
-2.455,0,51,17,Remnant,8
-1.875,0,51,17,Remnant,8
-1.305,0,51,17,Remnant,8
-0.7345,0,51,17,Remnant,8
-0.163,50,51,17,Remnant,8
0.409,75,51,17,Remnant,8
0.9825,125,51,17,Remnant,8
1.555,50,51,17,Remnant,8
2.125,100,51,17,Remnant,8
2.695,50,51,17,Remnant,8
3.265,25,51,17,Remnant,8
3.835,0,51,17,Remnant,8
4.41,0,51,17,Remnant,8
4.985,0,51,17,Remnant,8
5.555,0,51,17,Remnant,8
6.125,25,51,17,Remnant,8
6.695,50,51,17,Remnant,8
7.265,50,51,17,Remnant,8
7.84,50,51,17,Remnant,8
8.42,25,51,17,Remnant,8
-2.455,0,52,17,Remnant,8
-1.875,0,52,17,Remnant,8
-1.305,0,52,17,Remnant,8
-0.7345,0,52,17,Remnant,8
-0.163,25,52,17,Remnant,8
0.409,75,52,17,Remnant,8
0.9825,100,52,17,Remnant,8
1.555,25,52,17,Remnant,8
2.125,50,52,17,Remnant,8
2.695,0,52,17,Remnant,8
3.265,50,52,17,Remnant,8
3.835,25,52,17,Remnant,8
4.41,100,52,17,Remnant,8
4.985,25,52,17,Remnant,8
5.555,75,52,17,Remnant,8
6.125,25,52,17,Remnant,8
6.695,25,52,17,Remnant,8
7.265,0,52,17,Remnant,8
7.84,0,52,17,Remnant,8
8.42,0,52,17,Remnant,8
-2.455,0,53,18,Young regrowth,11
-1.875,0,53,18,Young regrowth,11
-1.305,0,53,18,Young regrowth,11
-0.7345,0,53,18,Young regrowth,11
-0.163,0,53,18,Young regrowth,11
0.409,0,53,18,Young regrowth,11
0.9825,20,53,18,Young regrowth,11
1.555,60,53,18,Young regrowth,11
2.125,100,53,18,Young regrowth,11
2.695,80,53,18,Young regrowth,11
3.265,60,53,18,Young regrowth,11
3.835,180,53,18,Young regrowth,11
4.41,60,53,18,Young regrowth,11
4.985,180,53,18,Young regrowth,11
5.555,80,53,18,Young regrowth,11
6.125,60,53,18,Young regrowth,11
6.695,0,53,18,Young regrowth,11
7.265,0,53,18,Young regrowth,11
7.84,0,53,18,Young regrowth,11
8.42,0,53,18,Young regrowth,11
-2.455,0,54,18,Young regrowth,11
-1.875,0,54,18,Young regrowth,11
-1.305,0,54,18,Young regrowth,11
-0.7345,19.6078431373,54,18,Young regrowth,11
-0.163,0,54,18,Young regrowth,11
0.409,0,54,18,Young regrowth,11
0.9825,19.6078431373,54,18,Young regrowth,11
1.555,39.2156862745,54,18,Young regrowth,11
2.125,78.431372549,54,18,Young regrowth,11
2.695,58.8235294118,54,18,Young regrowth,11
3.265,98.0392156863,54,18,Young regrowth,11
3.835,58.8235294118,54,18,Young regrowth,11
4.41,19.6078431373,54,18,Young regrowth,11
4.985,19.6078431373,54,18,Young regrowth,11
5.555,19.6078431373,54,18,Young regrowth,11
6.125,39.2156862745,54,18,Young regrowth,11
6.695,0,54,18,Young regrowth,11
7.265,0,54,18,Young regrowth,11
7.84,0,54,18,Young regrowth,11
8.42,0,54,18,Young regrowth,11
-2.455,0,55,18,Young regrowth,11
-1.875,0,55,18,Young regrowth,11
-1.305,0,55,18,Young regrowth,11
-0.7345,0,55,18,Young regrowth,11
-0.163,0,55,18,Young regrowth,11
0.409,60,55,18,Young regrowth,11
0.9825,20,55,18,Young regrowth,11
1.555,0,55,18,Young regrowth,11
2.125,0,55,18,Young regrowth,11
2.695,20,55,18,Young regrowth,11
3.265,20,55,18,Young regrowth,11
3.835,80,55,18,Young regrowth,11
4.41,20,55,18,Young regrowth,11
4.985,140,55,18,Young regrowth,11
5.555,140,55,18,Young regrowth,11
6.125,40,55,18,Young regrowth,11
6.695,0,55,18,Young regrowth,11
7.265,0,55,18,Young regrowth,11
7.84,0,55,18,Young regrowth,11
8.42,0,55,18,Young regrowth,11
-2.455,0,56,19,Young regrowth,12
-1.875,0,56,19,Young regrowth,12
-1.305,0,56,19,Young regrowth,12
-0.7345,0,56,19,Young regrowth,12
-0.163,25,56,19,Young regrowth,12
0.409,50,56,19,Young regrowth,12
0.9825,25,56,19,Young regrowth,12
1.555,100,56,19,Young regrowth,12
2.125,100,56,19,Young regrowth,12
2.695,100,56,19,Young regrowth,12
3.265,175,56,19,Young regrowth,12
3.835,200,56,19,Young regrowth,12
4.41,25,56,19,Young regrowth,12
4.985,50,56,19,Young regrowth,12
5.555,50,56,19,Young regrowth,12
6.125,0,56,19,Young regrowth,12
6.695,0,56,19,Young regrowth,12
7.265,0,56,19,Young regrowth,12
7.84,0,56,19,Young regrowth,12
8.42,0,56,19,Young regrowth,12
-2.455,0,57,19,Young regrowth,12
-1.875,0,57,19,Young regrowth,12
-1.305,0,57,19,Young regrowth,12
-0.7345,0,57,19,Young regrowth,12
-0.163,0,57,19,Young regrowth,12
0.409,75,57,19,Young regrowth,12
0.9825,50,57,19,Young regrowth,12
1.555,125,57,19,Young regrowth,12
2.125,350,57,19,Young regrowth,12
2.695,125,57,19,Young regrowth,12
3.265,425,57,19,Young regrowth,12
3.835,275,57,19,Young regrowth,12
4.41,25,57,19,Young regrowth,12
4.985,0,57,19,Young regrowth,12
5.555,25,57,19,Young regrowth,12
6.125,0,57,19,Young regrowth,12
6.695,0,57,19,Young regrowth,12
7.265,0,57,19,Young regrowth,12
7.84,0,57,19,Young regrowth,12
8.42,0,57,19,Young regrowth,12
-2.455,0,58,19,Young regrowth,12
-1.875,0,58,19,Young regrowth,12
-1.305,0,58,19,Young regrowth,12
-0.7345,0,58,19,Young regrowth,12
-0.163,0,58,19,Young regrowth,12
0.409,75,58,19,Young regrowth,12
0.9825,225,58,19,Young regrowth,12
1.555,350,58,19,Young regrowth,12
2.125,125,58,19,Young regrowth,12
2.695,150,58,19,Young regrowth,12
3.265,150,58,19,Young regrowth,12
3.835,125,58,19,Young regrowth,12
4.41,175,58,19,Young regrowth,12
4.985,75,58,19,Young regrowth,12
5.555,0,58,19,Young regrowth,12
6.125,25,58,19,Young regrowth,12
6.695,0,58,19,Young regrowth,12
7.265,0,58,19,Young regrowth,12
7.84,25,58,19,Young regrowth,12
8.42,0,58,19,Young regrowth,12
-2.455,0,59,19,Young regrowth,12
-1.875,0,59,19,Young regrowth,12
-1.305,0,59,19,Young regrowth,12
-0.7345,0,59,19,Young regrowth,12
-0.163,0,59,19,Young regrowth,12
0.409,25,59,19,Young regrowth,12
0.9825,0,59,19,Young regrowth,12
1.555,0,59,19,Young regrowth,12
2.125,75,59,19,Young regrowth,12
2.695,125,59,19,Young regrowth,12
3.265,125,59,19,Young regrowth,12
3.835,125,59,19,Young regrowth,12
4.41,100,59,19,Young regrowth,12
4.985,150,59,19,Young regrowth,12
5.555,25,59,19,Young regrowth,12
6.125,0,59,19,Young regrowth,12
6.695,0,59,19,Young regrowth,12
7.265,0,59,19,Young regrowth,12
7.84,0,59,19,Young regrowth,12
8.42,0,59,19,Young regrowth,12
-2.455,0,60,20,Remnant,9
-1.875,0,60,20,Remnant,9
-1.305,0,60,20,Remnant,9
-0.7345,0,60,20,Remnant,9
-0.163,0,60,20,Remnant,9
0.409,0,60,20,Remnant,9
0.9825,32,60,20,Remnant,9
1.555,48,60,20,Remnant,9
2.125,32,60,20,Remnant,9
2.695,48,60,20,Remnant,9
3.265,32,60,20,Remnant,9
3.835,16,60,20,Remnant,9
4.41,16,60,20,Remnant,9
4.985,48,60,20,Remnant,9
5.555,32,60,20,Remnant,9
6.125,32,60,20,Remnant,9
6.695,16,60,20,Remnant,9
7.265,32,60,20,Remnant,9
7.84,0,60,20,Remnant,9
8.42,0,60,20,Remnant,9
-2.455,0,61,20,Remnant,9
-1.875,0,61,20,Remnant,9
-1.305,0,61,20,Remnant,9
-0.7345,0,61,20,Remnant,9
-0.163,0,61,20,Remnant,9
0.409,0,61,20,Remnant,9
0.9825,0,61,20,Remnant,9
1.555,0,61,20,Remnant,9
2.125,0,61,20,Remnant,9
2.695,0,61,20,Remnant,9
3.265,48,61,20,Remnant,9
3.835,32,61,20,Remnant,9
4.41,64,61,20,Remnant,9
4.985,32,61,20,Remnant,9
5.555,80,61,20,Remnant,9
6.125,48,61,20,Remnant,9
6.695,80,61,20,Remnant,9
7.265,0,61,20,Remnant,9
7.84,0,61,20,Remnant,9
8.42,0,61,20,Remnant,9
-2.455,0,62,20,Remnant,9
-1.875,0,62,20,Remnant,9
-1.305,0,62,20,Remnant,9
-0.7345,0,62,20,Remnant,9
-0.163,0,62,20,Remnant,9
0.409,0,62,20,Remnant,9
0.9825,32,62,20,Remnant,9
1.555,16,62,20,Remnant,9
2.125,32,62,20,Remnant,9
2.695,16,62,20,Remnant,9
3.265,0,62,20,Remnant,9
3.835,96,62,20,Remnant,9
4.41,96,62,20,Remnant,9
4.985,208,62,20,Remnant,9
5.555,96,62,20,Remnant,9
6.125,64,62,20,Remnant,9
6.695,80,62,20,Remnant,9
7.265,16,62,20,Remnant,9
7.84,0,62,20,Remnant,9
8.42,0,62,20,Remnant,9
-2.455,0,63,20,Remnant,9
-1.875,0,63,20,Remnant,9
-1.305,0,63,20,Remnant,9
-0.7345,0,63,20,Remnant,9
-0.163,0,63,20,Remnant,9
0.409,16,63,20,Remnant,9
0.9825,0,63,20,Remnant,9
1.555,0,63,20,Remnant,9
2.125,0,63,20,Remnant,9
2.695,48,63,20,Remnant,9
3.265,48,63,20,Remnant,9
3.835,128,63,20,Remnant,9
4.41,160,63,20,Remnant,9
4.985,96,63,20,Remnant,9
5.555,160,63,20,Remnant,9
6.125,96,63,20,Remnant,9
6.695,96,63,20,Remnant,9
7.265,16,63,20,Remnant,9
7.84,0,63,20,Remnant,9
8.42,0,63,20,Remnant,9
-2.455,0,64,21,Old regrowth,9
-1.875,0,64,21,Old regrowth,9
-1.305,0,64,21,Old regrowth,9
-0.7345,0,64,21,Old regrowth,9
-0.163,0,64,21,Old regrowth,9
0.409,0,64,21,Old regrowth,9
0.9825,100,64,21,Old regrowth,9
1.555,50,64,21,Old regrowth,9
2.125,125,64,21,Old regrowth,9
2.695,25,64,21,Old regrowth,9
3.265,150,64,21,Old regrowth,9
3.835,350,64,21,Old regrowth,9
4.41,200,64,21,Old regrowth,9
4.985,225,64,21,Old regrowth,9
5.555,225,64,21,Old regrowth,9
6.125,25,64,21,Old regrowth,9
6.695,0,64,21,Old regrowth,9
7.265,0,64,21,Old regrowth,9
7.84,0,64,21,Old regrowth,9
8.42,0,64,21,Old regrowth,9
-2.455,0,65,21,Old regrowth,9
-1.875,0,65,21,Old regrowth,9
-1.305,0,65,21,Old regrowth,9
-0.7345,0,65,21,Old regrowth,9
-0.163,0,65,21,Old regrowth,9
0.409,0,65,21,Old regrowth,9
0.9825,75,65,21,Old regrowth,9
1.555,75,65,21,Old regrowth,9
2.125,100,65,21,Old regrowth,9
2.695,50,65,21,Old regrowth,9
3.265,125,65,21,Old regrowth,9
3.835,175,65,21,Old regrowth,9
4.41,150,65,21,Old regrowth,9
4.985,100,65,21,Old regrowth,9
5.555,75,65,21,Old regrowth,9
6.125,25,65,21,Old regrowth,9
6.695,25,65,21,Old regrowth,9
7.265,0,65,21,Old regrowth,9
7.84,0,65,21,Old regrowth,9
8.42,0,65,21,Old regrowth,9
-2.455,0,66,21,Old regrowth,9
-1.875,0,66,21,Old regrowth,9
-1.305,0,66,21,Old regrowth,9
-0.7345,0,66,21,Old regrowth,9
-0.163,0,66,21,Old regrowth,9
0.409,25,66,21,Old regrowth,9
0.9825,25,66,21,Old regrowth,9
1.555,0,66,21,Old regrowth,9
2.125,75,66,21,Old regrowth,9
2.695,125,66,21,Old regrowth,9
3.265,250,66,21,Old regrowth,9
3.835,175,66,21,Old regrowth,9
4.41,225,66,21,Old regrowth,9
4.985,200,66,21,Old regrowth,9
5.555,100,66,21,Old regrowth,9
6.125,75,66,21,Old regrowth,9
6.695,0,66,21,Old regrowth,9
7.265,0,66,21,Old regrowth,9
7.84,0,66,21,Old regrowth,9
8.42,0,66,21,Old regrowth,9
-2.455,0,67,22,Planting,9-10
-1.875,0,67,22,Planting,9-10
-1.305,0,67,22,Planting,9-10
-0.7345,0,67,22,Planting,9-10
-0.163,0,67,22,Planting,9-10
0.409,0,67,22,Planting,9-10
0.9825,0,67,22,Planting,9-10
1.555,66.6666666667,67,22,Planting,9-10
2.125,100,67,22,Planting,9-10
2.695,0,67,22,Planting,9-10
3.265,66.6666666667,67,22,Planting,9-10
3.835,566.6666666667,67,22,Planting,9-10
4.41,233.3333333333,67,22,Planting,9-10
4.985,0,67,22,Planting,9-10
5.555,33.3333333333,67,22,Planting,9-10
6.125,0,67,22,Planting,9-10
6.695,0,67,22,Planting,9-10
7.265,0,67,22,Planting,9-10
7.84,0,67,22,Planting,9-10
8.42,0,67,22,Planting,9-10
-2.455,0,68,22,Planting,9-10
-1.875,0,68,22,Planting,9-10
-1.305,0,68,22,Planting,9-10
-0.7345,0,68,22,Planting,9-10
-0.163,0,68,22,Planting,9-10
0.409,33.3333333333,68,22,Planting,9-10
0.9825,66.6666666667,68,22,Planting,9-10
1.555,33.3333333333,68,22,Planting,9-10
2.125,33.3333333333,68,22,Planting,9-10
2.695,166.6666666667,68,22,Planting,9-10
3.265,100,68,22,Planting,9-10
3.835,200,68,22,Planting,9-10
4.41,200,68,22,Planting,9-10
4.985,100,68,22,Planting,9-10
5.555,33.3333333333,68,22,Planting,9-10
6.125,33.3333333333,68,22,Planting,9-10
6.695,0,68,22,Planting,9-10
7.265,0,68,22,Planting,9-10
7.84,0,68,22,Planting,9-10
8.42,0,68,22,Planting,9-10
-2.455,0,69,22,Planting,9-10
-1.875,0,69,22,Planting,9-10
-1.305,0,69,22,Planting,9-10
-0.7345,0,69,22,Planting,9-10
-0.163,0,69,22,Planting,9-10
0.409,33.3333333333,69,22,Planting,9-10
0.9825,100,69,22,Planting,9-10
1.555,0,69,22,Planting,9-10
2.125,100,69,22,Planting,9-10
2.695,266.6666666667,69,22,Planting,9-10
3.265,200,69,22,Planting,9-10
3.835,200,69,22,Planting,9-10
4.41,66.6666666667,69,22,Planting,9-10
4.985,133.3333333333,69,22,Planting,9-10
5.555,0,69,22,Planting,9-10
6.125,0,69,22,Planting,9-10
6.695,0,69,22,Planting,9-10
7.265,0,69,22,Planting,9-10
7.84,0,69,22,Planting,9-10
8.42,0,69,22,Planting,9-10
-2.455,0,70,23,Remnant,5
-1.875,0,70,23,Remnant,5
-1.305,0,70,23,Remnant,5
-0.7345,0,70,23,Remnant,5
-0.163,0,70,23,Remnant,5
0.409,55.5555555556,70,23,Remnant,5
0.9825,66.6666666667,70,23,Remnant,5
1.555,100,70,23,Remnant,5
2.125,33.3333333333,70,23,Remnant,5
2.695,77.7777777778,70,23,Remnant,5
3.265,133.3333333333,70,23,Remnant,5
3.835,33.3333333333,70,23,Remnant,5
4.41,33.3333333333,70,23,Remnant,5
4.985,22.2222222222,70,23,Remnant,5
5.555,11.1111111111,70,23,Remnant,5
6.125,22.2222222222,70,23,Remnant,5
6.695,33.3333333333,70,23,Remnant,5
